name,genre,score,director,actor_2_name,gross,actor_1_name,budget
The Odd Life of Timothy Green,Comedy,6.6,Peter Hedges,Odeya Rush,51853450.0,Jennifer Garner,25000000.0
Premium Rush,Action,6.5,David Koepp,Dania Ramirez,20275446.0,Joseph Gordon-Levitt,35000000.0
The Pirates! Band of Misfits,Animation,6.7,Peter Lord,Russell Tovey,31051126.0,Salma Hayek,55000000.0
Chernobyl Diaries,Horror,5.0,Bradley Parker,Ingrid Bolsø Berdal,18112929.0,Jesse McCartney,1000000.0
Hope Springs,Comedy,6.3,David Frankel,Steve Carell,63536011.0,Meryl Streep,30000000.0
The Sweeney,Action,6.1,Nick Love,Ray Winstone,26345.0,Hayley Atwell,3000000.0
Vamps,Comedy,5.2,Amy Heckerling,Justin Kirk,2964.0,Taylor Negron,16000000.0
A Thousand Words,Comedy,5.9,Brian Robbins,Lou Saliba,18438149.0,John Gatins,40000000.0
Escape from Planet Earth,Animation,5.9,Cal Brunker,Paul Scheer,57011847.0,Brendan Fraser,40000000.0
"For a Good Time, Call...",Comedy,6.0,Jamie Travis,Ari Graynor,1243961.0,James Wolk,850000.0
Big Miracle,Biography,6.5,Ken Kwapis,Tim Blake Nelson,20113965.0,Ted Danson,40000000.0
The Devil Inside,Horror,4.2,William Brent Bell,Claudiu Trandafir,53245055.0,Fernanda Andrade,1000000.0
Fun Size,Adventure,5.4,Josh Schwartz,Jackson Nicoll,9402410.0,Thomas McDonell,14000000.0
Robot & Frank,Comedy,7.1,Jake Schreier,Joshua Ormond,3325638.0,Frank Langella,2500000.0
The Wolf of Wall Street,Biography,8.2,Martin Scorsese,Matthew McConaughey,116866727.0,Leonardo DiCaprio,100000000.0
Iron Man 3,Action,7.1,Shane Black,Jon Favreau,408992272.0,Robert Downey Jr.,200000000.0
The Conjuring,Horror,7.5,James Wan,Lili Taylor,137387272.0,Mackenzie Foy,20000000.0
Prisoners,Crime,8.1,Denis Villeneuve,Jake Gyllenhaal,60962878.0,Hugh Jackman,46000000.0
Thor: The Dark World,Action,6.8,Alan Taylor,Natalie Portman,206360018.0,Chris Hemsworth,170000000.0
The Purge,Horror,5.7,James DeMonaco,Adelaide Kane,64423650.0,Rhys Wakefield,3000000.0
Grown Ups 2,Comedy,5.4,Dennis Dugan,Adam Sandler,133668525.0,Steve Buscemi,80000000.0
Gravity,Drama,7.7,Alfonso Cuarón,Basher Savage,274084951.0,Phaldut Sharma,100000000.0
About Time,Comedy,7.8,Richard Curtis,Tom Hollander,15294553.0,Tom Hughes,12000000.0
The Hobbit: The Desolation of Smaug,Adventure,7.8,Peter Jackson,Adam Brown,258355354.0,Aidan Turner,225000000.0
Man of Steel,Action,7.0,Zack Snyder,Christopher Meloni,291021565.0,Henry Cavill,225000000.0
Her,Drama,8.0,Spike Jonze,Brian Johnson,25556065.0,Scarlett Johansson,23000000.0
Snowpiercer,Action,7.1,Bong Joon Ho,Ewen Bremner,4563029.0,Chris Evans,39200000.0
We're the Millers,Comedy,7.0,Rawson Marshall Thurber,Molly C. Quinn,150368971.0,Laura-Leigh,37000000.0
Kick-Ass 2,Action,6.5,Jeff Wadlow,Donald Faison,28751715.0,Chloë Grace Moretz,28000000.0
The Great Gatsby,Drama,7.2,Baz Luhrmann,Elizabeth Debicki,144812796.0,Leonardo DiCaprio,105000000.0
American Hustle,Crime,7.2,David O. Russell,Christian Bale,150117807.0,Jennifer Lawrence,40000000.0
The Green Inferno,Adventure,5.3,Eli Roth,Richard Burgi,7186670.0,Daryl Sabara,6000000.0
Monsters University,Animation,7.2,Dan Scanlon,Tyler Labine,268488329.0,Steve Buscemi,200000000.0
Don Jon,Comedy,6.5,Joseph Gordon-Levitt,Scarlett Johansson,24475193.0,Joseph Gordon-Levitt,3000000.0
Now You See Me,Crime,7.2,Louis Leterrier,Common,117698894.0,Morgan Freeman,75000000.0
Oblivion,Action,7.0,Joseph Kosinski,Tom Cruise,89021735.0,Morgan Freeman,120000000.0
Identity Thief,Comedy,5.7,Seth Gordon,Eric Stonestreet,134455175.0,Jon Favreau,35000000.0
Star Trek Into Darkness,Action,7.7,J.J. Abrams,Bruce Greenwood,228756232.0,Benedict Cumberbatch,190000000.0
The Hunger Games: Catching Fire,Action,7.5,Francis Lawrence,Josh Hutcherson,424645577.0,Jennifer Lawrence,130000000.0
Homefront,Action,6.5,Gary Fleder,James Franco,19783777.0,Jason Statham,22000000.0
Movie 43,Comedy,4.3,Directors,Kate Winslet,8828771.0,Hugh Jackman,6000000.0
World War Z,Action,7.0,Marc Forster,Brad Pitt,202351611.0,Peter Capaldi,190000000.0
12 Years a Slave,Biography,8.1,Steve McQueen,Scoot McNairy,56667870.0,Quvenzhané Wallis,20000000.0
G.I. Joe: Retaliation,Action,5.8,Jon M. Chu,Dwayne Johnson,122512052.0,Channing Tatum,130000000.0
Dallas Buyers Club,Biography,8.0,Jean-Marc Vallée,Jennifer Garner,27296514.0,Matthew McConaughey,5000000.0
The Secret Life of Walter Mitty,Adventure,7.3,Ben Stiller,Adrian Martinez,58229120.0,Adam Scott,90000000.0
Pacific Rim,Action,6.9,Guillermo del Toro,Clifton Collins Jr.,101785482.0,Charlie Hunnam,190000000.0
The Croods,Animation,7.2,Kirk DeMicco,Emma Stone,187165546.0,Ryan Reynolds,135000000.0
This Is the End,Comedy,6.6,Evan Goldberg,James Franco,101470202.0,Channing Tatum,32000000.0
The Way Way Back,Comedy,7.4,Nat Faxon,Liam James,21501098.0,Steve Carell,5000000.0
The Internship,Comedy,6.3,Shawn Levy,Jessica Szohr,44665963.0,Josh Gad,58000000.0
Elysium,Action,6.6,Neill Blomkamp,Sharlto Copley,93050117.0,Matt Damon,115000000.0
Hansel & Gretel: Witch Hunters,Action,6.1,Tommy Wirkola,Derek Mears,55682070.0,Jeremy Renner,50000000.0
Captain Phillips,Adventure,7.8,Paul Greengrass,Chris Mulkey,107100855.0,Tom Hanks,55000000.0
Evil Dead,Horror,6.5,Fede Alvarez,Elizabeth Blackmore,54239856.0,Lou Taylor Pucci,17000000.0
White House Down,Action,6.3,Roland Emmerich,Jake Weber,73103784.0,Channing Tatum,150000000.0
Olympus Has Fallen,Action,6.5,Antoine Fuqua,Morgan Freeman,98895417.0,Gerard Butler,70000000.0
Lone Survivor,Action,7.5,Peter Berg,Scott Elrod,125069696.0,Jerry Ferrara,40000000.0
Oz the Great and Powerful,Adventure,6.3,Sam Raimi,Mila Kunis,234903076.0,Tim Holmes,215000000.0
Pain & Gain,Action,6.4,Michael Bay,Larry Hankin,49874933.0,Dwayne Johnson,26000000.0
Out of the Furnace,Action,6.8,Scott Cooper,Sam Shepard,11326836.0,Christian Bale,22000000.0
Ender's Game,Action,6.6,Gavin Hood,Moises Arias,61656849.0,Harrison Ford,110000000.0
The World's End,Comedy,7.0,Edgar Wright,Thomas Law,26003149.0,Michael Smiley,20000000.0
Stoker,Drama,6.8,Park Chan-Wook,Alden Ehrenreich,1702277.0,Mia Wasikowska,12000000.0
The Mortal Instruments: City of Bones,Action,5.9,Harald Zwart,Kevin Zegers,31165421.0,Aidan Turner,60000000.0
Mama,Fantasy,6.2,Andy Muschietti,Megan Charpentier,71588220.0,Javier Botet,20000000.0
Riddick,Action,6.4,David Twohy,Nolan Gerard Funk,41997790.0,Vin Diesel,38000000.0
A Good Day to Die Hard,Action,5.3,John Moore,Cole Hauser,67344392.0,Bruce Willis,92000000.0
Escape Plan,Action,6.7,Mikael Håfström,50 Cent,25121291.0,Sylvester Stallone,50000000.0
The Wolverine,Action,6.7,James Mangold,Tao Okamoto,132550960.0,Hugh Jackman,120000000.0
Despicable Me 2,Animation,7.3,Pierre Coffin,Miranda Cosgrove,368049635.0,Steve Carell,76000000.0
47 Ronin,Action,6.3,Carl Rinsch,Cary-Hiroyuki Tagawa,38297305.0,Keanu Reeves,175000000.0
Adore,Drama,6.2,Anne Fontaine,Naomi Watts,317125.0,Robin Wright,16000000.0
Machete Kills,Action,5.6,Robert Rodriguez,Demián Bichir,7268659.0,Alexa PenaVega,20000000.0
Warm Bodies,Comedy,6.8,Jonathan Levine,Vincent Leclerc,66359959.0,Cory Hardrict,35000000.0
Percy Jackson: Sea of Monsters,Adventure,5.8,Thor Freudenthal,Leven Rambin,68558662.0,Logan Lerman,90000000.0
Blue Jasmine,Comedy,7.3,Woody Allen,Charlie Tahan,33404871.0,Sally Hawkins,18000000.0
Safe Haven,Drama,6.7,Lasse Hallström,Noah Lomax,71346930.0,David Lyons,28000000.0
Gangster Squad,Action,6.7,Ruben Fleischer,Brandon Molale,45996718.0,Ryan Gosling,60000000.0
August: Osage County,Comedy,7.2,John Wells,Meryl Streep,37738400.0,Benedict Cumberbatch,25000000.0
Before Midnight,Drama,7.9,Richard Linklater,Ariane Labed,8114507.0,Seamus Davey-Fitzpatrick,3000000.0
Begin Again,Comedy,7.4,John Carney,Karen Pittman,16168741.0,James Corden,8000000.0
Oculus,Horror,6.5,Mike Flanagan,Rory Cochrane,27689474.0,James Lafferty,5000000.0
The Counselor,Crime,5.3,Ridley Scott,Brad Pitt,16969390.0,Michael Fassbender,25000000.0
Parker,Action,6.2,Taylor Hackford,Clifton Collins Jr.,17609982.0,Jason Statham,35000000.0
The Call,Crime,6.7,Brad Anderson,Tara Platt,51872378.0,Michael Imperioli,13000000.0
R.I.P.D.,Action,5.6,Robert Schwentke,Jeff Bridges,33592415.0,Ryan Reynolds,130000000.0
Inside Llewyn Davis,Comedy,7.5,Ethan Coen,Max Casella,13214255.0,Justin Timberlake,11000000.0
The To Do List,Comedy,5.8,Maggie Carey,Alia Shawkat,3447339.0,Donald Glover,1500000.0
Carrie,Drama,5.9,Kimberly Peirce,Judy Greer,35266619.0,Chloë Grace Moretz,30000000.0
The Lone Ranger,Action,6.4,Gore Verbinski,Ruth Wilson,89289910.0,Johnny Depp,215000000.0
Turbo,Animation,6.4,David Soren,Snoop Dogg,83024900.0,Ryan Reynolds,135000000.0
2 Guns,Action,6.7,Baltasar Kormákur,Patrick Fischler,75573300.0,Denzel Washington,61000000.0
Enough Said,Comedy,7.0,Nicole Holofcener,Ben Falcone,17536788.0,Christopher Nicholas Smith,8000000.0
Side Effects,Crime,7.1,Steven Soderbergh,David Costabile,32154410.0,Channing Tatum,30000000.0
The Heat,Action,6.6,Paul Feig,William Xifaras,159578352.0,Michael Rapaport,43000000.0
Insidious: Chapter 2,Horror,6.6,James Wan,Barbara Hershey,83574831.0,Lin Shaye,5000000.0
After Earth,Action,4.8,M. Night Shyamalan,Zoë Kravitz,60522097.0,Will Smith,130000000.0
Lee Daniels' The Butler,Biography,7.2,Lee Daniels,David Oyelowo,116631310.0,Alex Pettyfer,30000000.0
Only God Forgives,Action,5.7,Nicolas Winding Refn,Kristin Scott Thomas,778565.0,Ryan Gosling,4800000.0
RED 2,Action,6.6,Dean Parisot,Anthony Hopkins,53215979.0,Bruce Willis,84000000.0
Blood Ties,Action,6.5,Guillaume Canet,Lili Taylor,41229.0,Mila Kunis,25500000.0
The Great Beauty,Drama,7.8,Paolo Sorrentino,Sabrina Ferilli,2835886.0,Toni Servillo,9200000.0
Dead Man Down,Action,6.5,Niels Arden Oplev,Isabelle Huppert,10880926.0,Dominic Cooper,30000000.0
The Spectacular Now,Comedy,7.1,James Ponsoldt,Jennifer Jason Leigh,6851969.0,Shailene Woodley,2500000.0
42,Biography,7.5,Brian Helgeland,Christopher Meloni,95001343.0,Harrison Ford,40000000.0
The Best Offer,Crime,7.8,Giuseppe Tornatore,Sean Buchanan,85433.0,Jim Sturgess,13500000.0
The Last Stand,Action,6.3,Jee-woon Kim,James Burnett,12026670.0,Zach Gilford,45000000.0
Saving Mr. Banks,Biography,7.5,John Lee Hancock,Ruth Wilson,83299761.0,Tom Hanks,35000000.0
The Book Thief,Drama,7.5,Brian Percival,Sophie Nélisse,21483154.0,Emily Watson,19000000.0
Joe,Crime,6.9,David Gordon Green,Tye Sheridan,371897.0,Nicolas Cage,4000000.0
Delivery Man,Comedy,6.4,Ken Scott,Bobby Moynihan,30659817.0,Jack Reynor,26000000.0
Grudge Match,Comedy,6.4,Peter Segal,Sylvester Stallone,29802761.0,Robert De Niro,40000000.0
Cloudy with a Chance of Meatballs 2,Animation,6.4,Cody Cameron,Khamani Griffin,119793567.0,Will Forte,78000000.0
Jack the Giant Slayer,Adventure,6.2,Bryan Singer,Ewen Bremner,65171860.0,Eddie Marsan,195000000.0
Blue Ruin,Crime,7.1,Jeremy Saulnier,Eve Plumb,258113.0,Devin Ratray,1066167.0
Epic,Animation,6.7,Chris Wedge,Emma Kenney,107515297.0,Josh Hutcherson,100000000.0
Nebraska,Adventure,7.7,Alexander Payne,Bruce Dern,17613460.0,Devin Ratray,12000000.0
Labor Day,Drama,6.9,Jason Reitman,Kate Winslet,13362308.0,J.K. Simmons,18000000.0
Trance,Crime,6.9,Danny Boyle,Spencer Wilding,2319187.0,Rosario Dawson,20000000.0
Broken City,Action,6.2,Allen Hughes,James Ransone,19692608.0,Alona Tal,35000000.0
The Grandmaster,Action,6.6,Kar-Wai Wong,Hye-kyo Song,6594136.0,Tony Chiu Wai Leung,38600000.0
The Incredible Burt Wonderstone,Comedy,5.9,Don Scardino,Olivia Wilde,22525921.0,Steve Buscemi,30000000.0
The Big Wedding,Comedy,5.6,Justin Zackham,Robert De Niro,21784432.0,Robin Williams,35000000.0
Snitch,Action,6.4,Ric Roman Waugh,Harold Perrineau,42919096.0,Dwayne Johnson,15000000.0
The Smurfs 2,Animation,5.3,Raja Gosnell,Nancy O'Dell,71017784.0,Jacob Tremblay,105000000.0
Last Vegas,Comedy,6.6,Jon Turteltaub,Morgan Freeman,63910583.0,Robert De Niro,28000000.0
Fruitvale Station,Biography,7.5,Ryan Coogler,Melonie Diaz,16097842.0,Ahna O'Reilly,900000.0
Bad Grandpa,Comedy,6.5,Jeff Tremaine,Georgina Cates,101978840.0,Jackson Nicoll,15000000.0
Philomena,Biography,7.6,Stephen Frears,Mare Winningham,37707719.0,Steve Coogan,12000000.0
The Canyons,Drama,3.8,Paul Schrader,Gus Van Sant,49494.0,Nolan Gerard Funk,250000.0
The Immigrant,Drama,6.6,James Gray,Dagmara Dominczyk,1984743.0,Jeremy Renner,16000000.0
21 & Over,Comedy,5.8,Jon Lucas,Josie Loren,25675765.0,Justin Chon,13000000.0
Runner Runner,Crime,5.6,Brad Furman,John Heard,19316646.0,Justin Timberlake,30000000.0
A Haunted House,Comedy,5.0,Michael Tiddes,Alanna Ubach,40041683.0,Essence Atkins,2500000.0
The Fifth Estate,Biography,6.2,Bill Condon,Peter Capaldi,3254172.0,Benedict Cumberbatch,28000000.0
Bad Words,Comedy,6.6,Jason Bateman,Philip Baker Hall,7764027.0,Beth Grant,10000000.0
The East,Crime,6.8,Zal Batmanglij,Julia Ormond,2268296.0,Alexander Skarsgård,6500000.0
The Lunchbox,Drama,7.8,Ritesh Batra,Nimrat Kaur,4231500.0,Nawazuddin Siddiqui,1000000.0
Getaway,Action,4.4,Courtney Solomon,Paul Freeman,10494494.0,Rebecca Budig,18000000.0
Guardians of the Galaxy,Action,8.0,James Gunn,Vin Diesel,333130696.0,Bradley Cooper,170000000.0
Interstellar,Adventure,8.6,Christopher Nolan,Anne Hathaway,187991439.0,Matthew McConaughey,165000000.0
Edge of Tomorrow,Action,7.9,Doug Liman,Lara Pulver,100189501.0,Tom Cruise,178000000.0
Gone Girl,Drama,8.1,David Fincher,Sela Ward,167735396.0,Patrick Fugit,61000000.0
Captain America: The Winter Soldier,Action,7.7,Anthony Russo,Chris Evans,259746958.0,Scarlett Johansson,170000000.0
The Grand Budapest Hotel,Adventure,8.1,Wes Anderson,Tom Wilkinson,59073773.0,Bill Murray,25000000.0
Whiplash,Drama,8.5,Damien Chazelle,Melissa Benoist,13092000.0,J.K. Simmons,3300000.0
Ex Machina,Drama,7.7,Alex Garland,Sonoya Mizuno,25440971.0,Elina Alminas,15000000.0
Divergent,Action,6.6,Neil Burger,Theo James,150832203.0,Kate Winslet,85000000.0
Nightcrawler,Crime,7.8,Dan Gilroy,Michael Papajohn,32279955.0,Jake Gyllenhaal,8500000.0
The Hobbit: The Battle of the Five Armies,Adventure,7.4,Peter Jackson,Adam Brown,255108370.0,Aidan Turner,250000000.0
The Equalizer,Action,7.2,Antoine Fuqua,Chloë Grace Moretz,101530738.0,Denzel Washington,55000000.0
The Maze Runner,Action,6.8,Wes Ball,Aml Ameen,102413606.0,Ki Hong Lee,34000000.0
Lucy,Action,6.4,Luc Besson,Morgan Freeman,126546825.0,Scarlett Johansson,40000000.0
The Imitation Game,Biography,8.0,Morten Tyldum,Rory Kinnear,91121452.0,Benedict Cumberbatch,14000000.0
Fury,Action,7.6,David Ayer,Logan Lerman,85707116.0,Brad Pitt,68000000.0
X-Men: Days of Future Past,Action,7.9,Bryan Singer,Peter Dinklage,233914986.0,Jennifer Lawrence,200000000.0
The Purge: Anarchy,Action,6.4,James DeMonaco,Zach Gilford,71519230.0,Noel Gugliemi,9000000.0
Birdman or (The Unexpected Virtue of Ignorance),Comedy,7.7,Alejandro G. Iñárritu,Naomi Watts,42335698.0,Emma Stone,18000000.0
It Follows,Horror,6.8,David Robert Mitchell,Ruby Harris,14673301.0,Maika Monroe,2000000.0
Blended,Comedy,6.5,Frank Coraci,Adam Sandler,46280507.0,Bella Thorne,40000000.0
The Judge,Crime,7.4,David Dobkin,Robert Duvall,47105085.0,Robert Downey Jr.,50000000.0
The Giver,Drama,6.5,Phillip Noyce,Meryl Streep,45089048.0,Jeff Bridges,25000000.0
300: Rise of an Empire,Action,6.2,Noam Murro,Sullivan Stapleton,106369117.0,Eva Green,110000000.0
American Sniper,Action,7.3,Clint Eastwood,Leonard Roberts,350123553.0,Bradley Cooper,58800000.0
Big Hero 6,Animation,7.8,Don Hall,Daniel Henney,222487711.0,Damon Wayans Jr.,165000000.0
The Amazing Spider-Man 2,Action,6.6,Marc Webb,Andrew Garfield,202853933.0,Emma Stone,200000000.0
Maleficent,Action,7.0,Robert Stromberg,Sharlto Copley,241407328.0,Angelina Jolie Pitt,180000000.0
Into the Woods,Adventure,5.9,Rob Marshall,Meryl Streep,127997349.0,Johnny Depp,50000000.0
Unbroken,Action,7.2,Angelina Jolie,Jack O'Connell,115603980.0,Finn Wittrock,65000000.0
The Lego Movie,Animation,7.7,Christopher Miller,Will Ferrell,257756197.0,Morgan Freeman,60000000.0
The Hunger Games: Mockingjay - Part 1,Action,6.6,Francis Lawrence,Philip Seymour Hoffman,337103873.0,Jennifer Lawrence,125000000.0
Tusk,Comedy,5.3,Kevin Smith,Haley Joel Osment,1821983.0,Johnny Depp,3000000.0
Night at the Museum: Secret of the Tomb,Adventure,6.2,Shawn Levy,Rami Malek,113733726.0,Robin Williams,127000000.0
The Fault in Our Stars,Drama,7.7,Josh Boone,Sam Trammell,124868837.0,Shailene Woodley,12000000.0
"As Above, So Below",Horror,6.2,John Erick Dowdle,Edwin Hodge,21197315.0,Ben Feldman,5000000.0
Annabelle,Horror,5.4,John R. Leonetti,Annabelle Wallis,84263837.0,Alfre Woodard,6500000.0
Boyhood,Drama,7.9,Richard Linklater,Lorelei Linklater,25359200.0,Ellar Coltrane,4000000.0
The Theory of Everything,Biography,7.7,James Marsh,Emily Watson,35887263.0,Eddie Redmayne,15000000.0
The Expendables 3,Action,6.1,Patrick Hughes,Sylvester Stallone,39292022.0,Jason Statham,90000000.0
The Interview,Action,6.5,Evan Goldberg,Randall Park,6105175.0,James Franco,44000000.0
Transformers: Age of Extinction,Action,5.6,Michael Bay,Sophia Myles,245428137.0,Bingbing Li,210000000.0
Inherent Vice,Comedy,6.7,Paul Thomas Anderson,Katherine Waterston,8093318.0,Martin Dew,20000000.0
Sex Tape,Comedy,5.1,Jake Kasdan,Randall Park,38543473.0,James Wilcox,40000000.0
The Other Woman,Comedy,6.0,Nick Cassavetes,Kate Upton,83906114.0,Don Johnson,40000000.0
Wild,Adventure,7.1,Jean-Marc Vallée,Kevin Rankin,37877959.0,Michiel Huisman,15000000.0
22 Jump Street,Action,7.0,Phil Lord,Craig Roberts,191616238.0,Channing Tatum,50000000.0
Dawn of the Planet of the Apes,Action,7.6,Matt Reeves,Judy Greer,208543795.0,Gary Oldman,170000000.0
Brick Mansions,Action,5.7,Camille Delamarre,Robert Maillet,20285518.0,Paul Walker,28000000.0
The Monuments Men,Comedy,6.1,George Clooney,Matt Damon,78031620.0,Bill Murray,70000000.0
How to Train Your Dragon 2,Animation,7.8,Dean DeBlois,Djimon Hounsou,176997107.0,Gerard Butler,145000000.0
Noah,Action,5.7,Darren Aronofsky,Emma Watson,101160529.0,Anthony Hopkins,125000000.0
A Walk Among the Tombstones,Action,6.5,Scott Frank,Boyd Holbrook,25977365.0,Liam Neeson,28000000.0
Need for Speed,Action,6.4,Scott Waugh,Dominic Cooper,43568507.0,Rami Malek,66000000.0
Rio 2,Animation,6.3,Carlos Saldanha,Rachel Crow,131536019.0,Miguel Ferrer,103000000.0
Seventh Son,Action,5.5,Sergei Bodrov,Djimon Hounsou,17176900.0,Jeff Bridges,95000000.0
Exodus: Gods and Kings,Action,6.0,Ridley Scott,María Valverde,65007045.0,Christian Bale,140000000.0
A Million Ways to Die in the West,Comedy,6.1,Seth MacFarlane,Charlize Theron,42615685.0,Liam Neeson,40000000.0
Sabotage,Action,5.7,David Ayer,Martin Donovan,10499968.0,Mireille Enos,35000000.0
Paddington,Animation,7.2,Paul King,Matt Lucas,76137505.0,Julie Walters,55000000.0
Non-Stop,Action,6.9,Jaume Collet-Serra,Nate Parker,91439400.0,Liam Neeson,50000000.0
The Best of Me,Drama,6.7,Michael Hoffman,Gerald McRaney,26761283.0,Luke Bracey,26000000.0
Horrible Bosses 2,Comedy,6.3,Sean Anders,Christoph Waltz,54414716.0,Kevin Spacey,42000000.0
This Is Where I Leave You,Comedy,6.6,Shawn Levy,Abigail Spencer,34290142.0,Tina Fey,19800000.0
Into the Storm,Action,5.8,Steven Quale,Alycia Debnam-Carey,47553512.0,Matt Walsh,50000000.0
Penguins of Madagascar,Animation,6.7,Eric Darnell,Annet Mahendru,83348920.0,Benedict Cumberbatch,132000000.0
Jack Ryan: Shadow Recruit,Action,6.2,Kenneth Branagh,Nonso Anozie,50549107.0,Colm Feore,60000000.0
The Book of Life,Animation,7.3,Jorge R. Gutiérrez,Hector Elizondo,50150619.0,Channing Tatum,50000000.0
The November Man,Action,6.3,Roger Donaldson,Akie Kotabe,24984868.0,Luke Bracey,15000000.0
Dracula Untold,Action,6.3,Gary Shore,Sarah Gadon,55942830.0,Dominic Cooper,70000000.0
Unfriended,Horror,5.5,Levan Gabriadze,Renee Olstead,31537320.0,Shelley Hennig,1000000.0
Transcendence,Action,6.2,Wally Pfister,Morgan Freeman,23014504.0,Johnny Depp,100000000.0
Before I Go to Sleep,Drama,6.4,Rowan Joffe,Ben Crompton,2963012.0,Colin Firth,22000000.0
Deliver Us from Evil,Action,6.2,Scott Derrickson,Dorian Missick,30523568.0,Olivia Munn,30000000.0
Taken 3,Action,6.0,Olivier Megaton,Dougray Scott,89253340.0,Liam Neeson,48000000.0
Pompeii,Action,5.5,Paul W.S. Anderson,Currie Graham,23219748.0,Sasha Roiz,80000000.0
Ride Along,Action,6.2,Tim Story,Tika Sumpter,134141530.0,Bruce McGill,25000000.0
That Awkward Moment,Comedy,6.1,Tom Gormican,Lola Glaudini,26049082.0,Mackenzie Davis,8000000.0
The Homesman,Drama,6.6,Tommy Lee Jones,Tim Blake Nelson,2428883.0,Barry Corbin,16000000.0
Let's Be Cops,Action,6.4,Luke Greenfield,Damon Wayans Jr.,82389560.0,Rob Riggle,17000000.0
A Most Violent Year,Action,7.0,J.C. Chandor,Ashley Williams,5749134.0,David Oyelowo,20000000.0
A Most Wanted Man,Crime,6.8,Anton Corbijn,Nina Hoss,17237244.0,Philip Seymour Hoffman,15000000.0
The Hundred-Foot Journey,Comedy,7.3,Lasse Hallström,Charlotte Le Bon,54235441.0,Manish Dayal,22000000.0
Beyond the Lights,Drama,6.9,Gina Prince-Bythewood,Nate Parker,14612840.0,Minnie Driver,7000000.0
If I Stay,Drama,6.7,R.J. Cutler,Mireille Enos,50461335.0,Chloë Grace Moretz,11000000.0
Still Alice,Drama,7.5,Richard Glatzer,Hunter Parrish,18656400.0,Kristen Stewart,5000000.0
3 Days to Kill,Action,6.2,McG,Richard Sammel,30688364.0,Connie Nielsen,28000000.0
Big Eyes,Biography,7.0,Tim Burton,Danny Huston,14479776.0,Christoph Waltz,10000000.0
Addicted,Drama,5.1,Bille Woodruff,Cameron Mills,17382982.0,Boris Kodjoe,5000000.0
The Water Diviner,Drama,7.0,Russell Crowe,Ryan Corr,4190530.0,Cem Yilmaz,22500000.0
Selma,Biography,7.5,Ava DuVernay,Tom Wilkinson,52066000.0,David Oyelowo,20000000.0
Million Dollar Arm,Biography,7.0,Craig Gillespie,Suraj Sharma,36447959.0,Jon Hamm,25000000.0
Jersey Boys,Biography,6.8,Clint Eastwood,Steve Schirripa,47034272.0,Johnny Cannizzaro,40000000.0
